0,57,85
1,57,85
2,57,85
3,57,84
4,57,81
5,50,70
6,57,85
7,60,81
8,61,78
9,59,78
10,57,85
11,57,88
12,76,85
13,64,76
14,62,82
15,51,87
16,61,82
17,39,76
18,61,68
19,41,99
20,44,95
21,54,86
22,58,79
23,69,87
24,58,72
25,58,78
26,54,88
27,54,87
28,52,86
29,69,82
30,58,83
31,54,85
32,34,91
33,79,88
34,75,84
35,56,90
36,34,91
37,52,90
38,51,90
39,50,84
40,78,85
41,74,87
42,51,89
43,50,74
44,48,75
45,67,72
46,60,71
47,51,71
48,58,49
49,60,48
50,69,47
51,44,64
52,31,67
53,76,71
54,49,69
55,48,66
56,57,70
57,56,72
58,62,83
59,59,88
60,42,107
61,48,87
62,37,90
63,52,85
64,33,81
65,95,89
66,63,92
67,35,92
68,34,97
69,51,85
70,51,62
71,54,87
72,56,87
73,45,79
74,45,79
75,95,110
